Employer,Job Title,Base Salary,Category,city,state_id,state_name,lat,lng
BTI SOLUTIONS INC,Network Engineer,56000.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
BTI SOLUTIONS INC,Network Engineer,56000.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
KS SYSTEMS LLC,Data Engineer,70658.0,Data Science,Plymouth,MI,Michigan,42.3718,-83.468
KS SYSTEMS LLC,Data Engineer,70658.0,Data Science,Plymouth,MI,Michigan,42.3718,-83.468
ROBERT BOSCH LLC,Software Engineer,100000.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
LOGIC SOLUTIONS INC,Software Engineer,69514.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
BOSCH AUTOMOTIVE SERVICE SOLUTIONS INC,Software Engineer,103217.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
ROBERT BOSCH LLC,Software Engineer,102000.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
AVL TEST SYSTEMS INC,Software Engineer,106087.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
ROBERT BOSCH AUTOMOTIVE STEERING LLC,Software Engineer,101275.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
ROBERT BOSCH LLC,Software Engineer,102000.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
AVL TEST SYSTEMS INC,Software Engineer,106087.0,Computer Science,Plymouth,MI,Michigan,42.3718,-83.468
BTI SOLUTIONS INC,Network Engineer,56000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
BTI SOLUTIONS INC,Network Engineer,57320.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MOBILENET SERVICES INC,Network Engineer,61006.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MOBILENET SERVICES INC,Network Engineer,61006.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MOBILENET SERVICES INC,Network Engineer,75000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MPOWER LOGIC INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
GROKSYS LLC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
NATSOFT CORPORATION,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
TECHZON INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
DEV SYSTEMS INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
DEV SYSTEMS INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
ECOM CONSULTING INCORPORATED,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
THINKBYTE CONSULTING INC,Network Engineer,98000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
ORCHESTRA TECHNOLOGY INC,Network Engineer,103000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
LANNISTER CONSULTING LLC,Network Engineer,105000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
RAAS INFOTEK LLC,Data Scientist,80500.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TRIGINT SOLUTIONS LLC,Data Scientist,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CSX TECH INC,Data Scientist,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TRIGINT SOLUTIONS LLC,Data Scientist,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
KARV IT SOLUTIONS LLC,Data Scientist,97800.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CDW LLC,Data Scientist,98000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
BROOKLYN CONSULTING GROUP INC,Data Scientist,98000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AMERICAN TECH VISION SOLUTIONS LLC,Data Scientist,98000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ERICSSON INC,Data Scientist,99445.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
RITE PROS INC,Data Scientist,114899.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ERICSSON INC,Data Scientist,116000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
HEWLETT PACKARD ENTERPRISE COMPANY,Data Scientist,121665.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CNMK TEXAS PROPERTIES LLC,Machine Learning Engineer,135000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EPITEC INC,Data Analyst,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
UIPATHTEK LLC,Data Analyst,83520.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
LILLI TECHNOLOGY LLC,Data Analyst,83520.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
LILLI TECHNOLOGY LLC,Data Analyst,83520.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CALIFORNIA CREATIVE SOLUTIONS INC,Data Analyst,93980.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EPITEC INC,Data Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SVTRONICS INC,Data Analyst,68000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SVTRONICS INC,Data Analyst,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
RAVEN SOFTWARE SOLUTIONS INC,Data Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORCHID TECH,Data Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EIT SERVICES LLC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EIT SERVICES LLC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CES ENTERPRISE LLC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PROMATICS INC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ZIKSATECH LLC,Data Analyst,85000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORISON SOLUTIONS LLC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORISON SOLUTIONS LLC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORISON SOLUTIONS LLC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SUV SOLUTIONS INC,Data Analyst,90000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
NIFTEK INC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EZ4 TECHNOLOGIES LLC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
VQUEST TECHNOLOGIES LLC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PROMATICS INC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
FUSION PLUS SOLUTIONS INC,Data Analyst,109000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ASCENTT BUSINESS SYSTEMS INC,Data Analyst,140000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ASCENTT BUSINESS SYSTEMS INC,Data Analyst,140000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
BTI SOLUTIONS INC,Network Engineer,56000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
BTI SOLUTIONS INC,Network Engineer,57320.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MOBILENET SERVICES INC,Network Engineer,61006.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MOBILENET SERVICES INC,Network Engineer,61006.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MOBILENET SERVICES INC,Network Engineer,75000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
MPOWER LOGIC INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
GROKSYS LLC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
NATSOFT CORPORATION,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
TECHZON INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
DEV SYSTEMS INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
DEV SYSTEMS INC,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
ECOM CONSULTING INCORPORATED,Network Engineer,79123.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
THINKBYTE CONSULTING INC,Network Engineer,98000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
ORCHESTRA TECHNOLOGY INC,Network Engineer,103000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
LANNISTER CONSULTING LLC,Network Engineer,105000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
RAAS INFOTEK LLC,Data Scientist,80500.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TRIGINT SOLUTIONS LLC,Data Scientist,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CSX TECH INC,Data Scientist,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TRIGINT SOLUTIONS LLC,Data Scientist,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
KARV IT SOLUTIONS LLC,Data Scientist,97800.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CDW LLC,Data Scientist,98000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
BROOKLYN CONSULTING GROUP INC,Data Scientist,98000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AMERICAN TECH VISION SOLUTIONS LLC,Data Scientist,98000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ERICSSON INC,Data Scientist,99445.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
RITE PROS INC,Data Scientist,114899.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ERICSSON INC,Data Scientist,116000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
HEWLETT PACKARD ENTERPRISE COMPANY,Data Scientist,121665.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TELNET INC,Qa Engineer,75000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
SAXON GLOBAL INC,Qa Engineer,95000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
DYNATA LLC,Qa Engineer,99246.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
TECH SPAN LLC,Business Analyst,67080.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
BYTE LINK SYSTEMS INC,Business Analyst,67500.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ITSUTRA INC,Business Analyst,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
HALO BRANDED SOLUTIONS INC,Business Analyst,72600.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SS LEAD TECHNOLOGY INC,Business Analyst,72966.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTECHCORP INC,Business Analyst,73000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ISITE TECHNOLOGIES INC,Business Analyst,74963.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTECHCORP INC,Business Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Business Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AMAZECH SOLUTIONS LLC,Business Analyst,80000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AARNA TECHNOLOGIES LLC,Business Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
N1 SOLUTIONS LLC,Business Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH MAHINDRA (AMERICAS) INC,Business Analyst,83408.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH MAHINDRA (AMERICAS) INC,Business Analyst,83408.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH MAHINDRA TECHNOLOGIES INC,Business Analyst,83408.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Business Analyst,84000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ZIKSATECH LLC,Business Analyst,85000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TATA CONSULTANCY SERVICES LIMITED,Business Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TATA CONSULTANCY SERVICES LIMITED,Business Analyst,95000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ITECH US INC,Business Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PHOTON INFOTECH INC,Business Analyst,100318.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ADITI CONSULTING LLC,Business Analyst,106600.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EPITEC INC,Data Analyst,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
UIPATHTEK LLC,Data Analyst,83520.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
LILLI TECHNOLOGY LLC,Data Analyst,83520.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
LILLI TECHNOLOGY LLC,Data Analyst,83520.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CALIFORNIA CREATIVE SOLUTIONS INC,Data Analyst,93980.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EPITEC INC,Data Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SVTRONICS INC,Data Analyst,68000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SVTRONICS INC,Data Analyst,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
RAVEN SOFTWARE SOLUTIONS INC,Data Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORCHID TECH,Data Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EIT SERVICES LLC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EIT SERVICES LLC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CES ENTERPRISE LLC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PROMATICS INC,Data Analyst,83886.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ZIKSATECH LLC,Data Analyst,85000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORISON SOLUTIONS LLC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORISON SOLUTIONS LLC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORISON SOLUTIONS LLC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SUV SOLUTIONS INC,Data Analyst,90000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
S9 TECHNOLOGIES INC,Data Analyst,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
NIFTEK INC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EZ4 TECHNOLOGIES LLC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
VQUEST TECHNOLOGIES LLC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PROMATICS INC,Data Analyst,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Data Analyst,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
FUSION PLUS SOLUTIONS INC,Data Analyst,109000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ASCENTT BUSINESS SYSTEMS INC,Data Analyst,140000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ASCENTT BUSINESS SYSTEMS INC,Data Analyst,140000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SOPHLOGIC GLOBAL LLC,Cyber Security Engineer,96000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
TEKSERVS CONS LTD CO,Cyber Security Engineer,72966.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
SAPPHIRE SOFTWARE SOLUTIONS INC,Cyber Security Engineer,77000.0,Computer Science,Plano,TX,Texas,33.0502,-96.7486
WELKIN TECHNOLOGIES LLC,Data Engineer,104020.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SAAP TECH SOLUTIONS LLC,Data Engineer,105080.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AITA CONSULTING SERVICES INC,Data Engineer,108300.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
VSION TECHNOLOGIES INC,Data Engineer,110800.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MITCHELL/MARTIN INC,Data Engineer,132000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MITCHELL/MARTIN INC,Data Engineer,144000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ORIGIN HUBS INC,Data Engineer,65000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MAHAUGHA LLC,Data Engineer,68848.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EDGESOFT CORP,Data Engineer,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
KJ INFO LLC,Data Engineer,72966.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
KJ INFO LLC,Data Engineer,72966.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
INDU LLC,Data Engineer,73000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
V-SOFT CONSULTING GROUP INC,Data Engineer,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
KIRANAM TECHNOLOGIES INC,Data Engineer,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AARNA TECHNOLOGIES LLC,Data Engineer,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
VAK IT SYSTEMS INC,Data Engineer,80850.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
EXPRADITINC,Data Engineer,80850.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
APEX IT SYSTEMS GLOBAL USA LLC,Data Engineer,80850.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ARANYA CLOUD TECHNOLOGIES LLC,Data Engineer,82000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MANDO TECHNOLOGIES INC,Data Engineer,82000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ETEKSERVE INC,Data Engineer,85000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECHNOGEN INC,Data Engineer,89544.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CAPRUS IT INC,Data Engineer,90000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
JVR SYSTEMS INC,Data Engineer,96000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
FORD MOTOR COMPANY,Data Engineer,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PEPSICO INC,Data Engineer,97739.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MINISOFT TECHNOLOGIES LLC,Data Engineer,97800.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MIRAI SOLUTIONS INC,Data Engineer,97938.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
COUGAR TECH INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CBN TECH FORCE INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PIKE SOLUTIONS INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SMARTEQ SOLUTIONS LLC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
THOUGHT BYTE INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PRO SEVEN IT LLC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CSOFTCO INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ELXR TECHNOLOGIES LLC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CLOUD FORCE TECHNOLOGIES LLC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SHARANGASOLUTIONS LLC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MIRAI SOLUTIONS INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
VFOURTECH INC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MINISOFT TECHNOLOGIES LLC,Data Engineer,98904.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ARANYA CLOUD TECHNOLOGIES LLC,Data Engineer,99000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
IMR SOFT LLC,Data Engineer,99000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MANDO TECHNOLOGIES INC,Data Engineer,99000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECHNO9 SOLUTIONS INC,Data Engineer,99000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
REPUBLIC FINANCE LLC,Data Engineer,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CERVELLO INC,Data Engineer,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
REPUBLIC FINANCE LLC,Data Engineer,100000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR NORTH AMERICA (TMNA),Data Engineer,102500.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR CREDIT CORPORATION,Data Engineer,106000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR CREDIT CORPORATION,Data Engineer,106000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR NORTH AMERICA (TMNA),Data Engineer,106300.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CAREMARK LLC,Data Engineer,110000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CAREMARK LLC,Data Engineer,110000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MAHAUGHA LLC,Data Engineer,112632.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
STACKLOGY INC,Data Engineer,113000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR CREDIT CORPORATION,Data Engineer,115000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR CREDIT CORPORATION,Data Engineer,115000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
MAVEN COMPANIES INC,Data Engineer,115000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
LEADING TORCH LLC,Data Engineer,120000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CVS PHARMACY INC,Data Engineer,120000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
CERVELLO INC,Data Engineer,126277.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
FUND STREET TECHNOLOGIES LLC,Data Engineer,130000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
FUND STREET TECHNOLOGIES LLC,Data Engineer,130000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
PEPSICO INC,Data Engineer,130562.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TOYOTA MOTOR CREDIT CORPORATION,Data Engineer,132000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SAFEWAY INC,Data Engineer,135000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
BLOCK INC,Data Engineer,140000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
COSTCO WHOLESALE CORPORATION,Data Engineer,155000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH SPAN LLC,Business Analyst,67080.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
BYTE LINK SYSTEMS INC,Business Analyst,67500.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ITSUTRA INC,Business Analyst,70000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
HALO BRANDED SOLUTIONS INC,Business Analyst,72600.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SS LEAD TECHNOLOGY INC,Business Analyst,72966.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTECHCORP INC,Business Analyst,73000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ISITE TECHNOLOGIES INC,Business Analyst,74963.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTECHCORP INC,Business Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Business Analyst,75000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AMAZECH SOLUTIONS LLC,Business Analyst,80000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
AARNA TECHNOLOGIES LLC,Business Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
N1 SOLUTIONS LLC,Business Analyst,80267.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH MAHINDRA (AMERICAS) INC,Business Analyst,83408.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH MAHINDRA (AMERICAS) INC,Business Analyst,83408.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TECH MAHINDRA TECHNOLOGIES INC,Business Analyst,83408.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
SYSTEM SOFT TECHNOLOGIES LLC,Business Analyst,84000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
ZIKSATECH LLC,Business Analyst,85000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TATA CONSULTANCY SERVICES LIMITED,Business Analyst,86861.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
TATA CONSULTANCY SERVICES LIMITED,Business Analyst,95000.0,Data Science,Plano,TX,Texas,33.0502,-96.7486
